date,store_id,store_region,sku_id,category,units_sold,revenue,promo_flag,promo_type,price,inventory_level,store_size,holiday_flag
2022-04-06,1,North,129,Snacks,20,125.92,1,Discount,6.296,416,Small,0
2023-01-05,5,South,115,Snacks,13,70.98,0,,5.46,843,Large,0
2023-07-23,5,North,111,Dairy,16,149.856,0,,8.92,843,Large,1
2022-01-16,8,North,150,Beverages,15,118.55999999999999,0,,7.6,280,Medium,1
2022-05-02,5,South,128,Dairy,17,38.08,1,BuyOneGetOne,2.2399999999999998,151,Large,0
2023-03-14,5,East,143,Dairy,13,104.38999999999999,0,,8.03,989,Large,0
2023-08-27,6,North,122,Personal Care,12,34.08,0,,2.84,999,Medium,1
2023-12-20,6,North,128,Dairy,12,105.24,0,,8.77,643,Medium,0
2024-01-12,4,East,110,Dairy,11,65.01,0,,5.91,344,Large,0
2024-09-04,2,East,101,Beverages,15,114.47999999999999,1,BuyOneGetOne,7.632,105,Small,0
2022-03-25,10,South,132,Personal Care,16,137.6,0,,8.6,946,Medium,0
2022-09-06,3,East,138,Dairy,10,33.5,0,,3.35,132,Medium,0
2022-02-01,4,South,149,Beverages,24,143.52,0,,5.98,461,Small,0
2024-11-10,10,East,117,Beverages,20,149.53199999999998,0,,7.33,535,Medium,1
2023-10-26,4,North,105,Beverages,7,59.08,0,,8.44,545,Medium,0
2024-10-27,6,South,106,Snacks,19,68.544,0,,3.57,495,Medium,1
2022-11-29,3,East,115,Dairy,15,142.5,0,,9.5,890,Large,0
2023-02-18,10,South,111,Beverages,24,90.96000000000001,0,,3.79,429,Medium,1
2024-06-20,7,North,136,Household,12,62.592,1,FlashSale,5.216,401,Large,0
2023-01-29,4,South,103,Snacks,18,131.04,0,,7.28,683,Small,1
2022-02-26,5,North,110,Personal Care,19,150.33599999999998,0,,7.83,588,Medium,1
2024-09-11,8,East,131,Personal Care,16,129.44,0,,8.09,218,Medium,0
2023-07-19,7,East,118,Personal Care,17,83.98,0,,4.94,347,Small,0
2023-08-22,1,North,120,Personal Care,8,69.52,0,,8.69,322,Small,0
2023-02-23,7,East,145,Snacks,10,23.2,0,,2.32,295,Medium,0
2024-11-14,4,South,101,Household,17,37.06,0,,2.18,951,Small,0
2024-02-27,5,South,121,Snacks,14,46.48,0,,3.32,588,Medium,0
2023-04-14,6,North,105,Snacks,19,126.35000000000001,0,,6.65,600,Medium,0
2022-04-16,6,South,103,Household,18,140.04,0,,7.78,678,Small,1
2024-03-18,4,South,140,Personal Care,16,141.12,0,,8.82,175,Medium,0
2022-10-14,1,East,129,Dairy,10,34.96000000000001,1,BuyOneGetOne,3.4960000000000004,994,Large,0
2022-06-20,10,East,104,Personal Care,9,62.64,1,FlashSale,6.96,812,Large,0
2023-10-04,10,South,144,Snacks,13,107.38,0,,8.26,134,Large,0
2023-12-23,9,East,126,Household,9,82.368,0,,8.58,411,Medium,1
2024-03-01,1,North,122,Dairy,16,108.48,0,,6.78,423,Large,0
2022-10-12,9,North,104,Snacks,20,182.2,0,,9.11,617,Medium,0
2024-09-06,7,North,141,Snacks,4,23.584000000000003,1,BuyOneGetOne,5.896000000000001,896,Small,0
2022-12-27,2,North,117,Dairy,12,66.96000000000001,0,,5.58,883,Medium,0
2024-01-20,4,East,119,Household,25,84.924,0,,3.37,470,Small,1
2024-01-27,10,East,141,Beverages,19,44.39040000000001,1,BuyOneGetOne,2.3120000000000003,580,Large,1
2023-06-08,3,East,105,Beverages,12,60.96,0,,5.08,979,Medium,0
2022-07-06,2,East,128,Dairy,18,67.53600000000002,1,BuyOneGetOne,3.7520000000000007,903,Large,0
2023-12-30,1,South,104,Household,12,100.56,0,,8.38,561,Large,1
2022-06-17,5,North,110,Dairy,12,78.0,0,,6.5,209,Small,0
2022-11-02,4,South,111,Personal Care,19,92.34,0,,4.86,345,Large,0
2023-12-25,1,East,120,Dairy,11,53.02,0,,4.82,641,Medium,0
2024-02-03,2,North,132,Personal Care,19,118.65599999999999,0,,6.18,524,Medium,1
2023-10-23,8,South,126,Beverages,20,175.39999999999998,0,,8.77,950,Large,0
2024-06-19,2,East,140,Dairy,20,92.6,0,,4.63,445,Large,0
2022-11-21,3,East,138,Personal Care,21,127.47,0,,6.07,593,Medium,0
2022-12-10,5,North,137,Household,20,164.628,0,,8.07,408,Small,1
2022-09-16,7,North,141,Dairy,19,82.64999999999999,0,,4.35,845,Medium,0
2023-10-05,8,South,139,Beverages,11,65.01,0,,5.91,512,Large,0
2022-03-14,5,South,130,Beverages,14,112.41999999999999,0,,8.03,903,Small,0
2023-01-25,8,East,112,Personal Care,7,18.13,0,,2.59,502,Small,0
2023-03-17,4,North,119,Snacks,13,82.94,0,,6.38,801,Large,0
2022-01-31,2,South,110,Dairy,11,82.72,1,Discount,7.5200000000000005,245,Large,0
2024-12-11,4,South,113,Dairy,15,135.29999999999998,0,,9.02,320,Small,0
2023-03-29,6,North,132,Snacks,10,85.9,0,,8.59,133,Large,0
2022-10-29,7,North,134,Beverages,25,189.50400000000002,1,BuyOneGetOne,7.5200000000000005,171,Medium,1
2022-06-27,3,East,110,Dairy,14,50.848,1,Discount,3.632,499,Medium,0
2023-05-04,6,East,133,Personal Care,18,93.60000000000001,0,,5.2,437,Small,0
2022-03-06,6,South,117,Beverages,15,43.992,0,,2.82,412,Small,1
2024-03-24,4,South,102,Personal Care,18,101.52,0,,5.64,385,Large,1
2022-09-20,9,South,123,Household,10,70.19999999999999,0,,7.02,193,Small,0
2022-07-04,10,South,148,Personal Care,12,87.84,0,,7.32,430,Large,0
2024-09-14,8,South,106,Household,12,64.32000000000001,0,,5.36,460,Small,1
2024-04-28,1,East,113,Personal Care,12,84.72,0,,7.06,541,Small,1
2023-05-07,3,North,106,Personal Care,25,115.66799999999999,0,,4.59,230,Large,1
2023-03-14,6,East,130,Dairy,11,37.62,0,,3.42,866,Medium,0
2024-02-10,10,South,119,Personal Care,19,68.0448,1,Discount,3.544,392,Medium,1
2022-04-19,8,South,146,Dairy,14,36.848,1,BuyOneGetOne,2.632,748,Large,0
2024-05-24,2,East,118,Household,7,49.616,1,FlashSale,7.088,452,Large,0
2023-05-29,3,South,150,Personal Care,10,59.699999999999996,0,,5.97,953,Large,0
2023-09-25,1,North,132,Beverages,19,155.99,0,,8.21,792,Large,0
2022-09-04,9,South,122,Snacks,16,112.56,0,,6.7,826,Large,1
2022-05-27,10,North,135,Dairy,22,199.32000000000002,0,,9.06,244,Small,0
2022-01-27,2,North,130,Household,20,91.19999999999999,0,,4.56,961,Medium,0
2022-10-29,10,North,138,Beverages,15,33.384,0,,2.14,369,Large,1
2023-10-28,4,East,105,Beverages,15,154.44,0,,9.9,985,Small,1
2024-03-01,4,East,112,Personal Care,19,107.91999999999999,0,,5.68,142,Small,0
2023-12-06,9,North,118,Dairy,14,53.34,0,,3.81,369,Large,0
2023-02-10,4,North,142,Personal Care,15,117.0,0,,7.8,745,Small,0
2024-08-05,5,North,144,Personal Care,12,81.024,1,FlashSale,6.752,642,Large,0
2024-06-25,9,South,144,Household,17,56.44,0,,3.32,913,Small,0
2024-06-07,1,North,134,Beverages,17,145.52,0,,8.56,136,Small,0
2024-04-29,6,South,112,Household,8,25.2,0,,3.15,877,Large,0
2023-07-29,9,South,121,Beverages,19,113.81760000000001,1,Discount,5.928000000000001,259,Large,1
2022-05-25,2,North,119,Household,13,66.872,1,BuyOneGetOne,5.144,631,Small,0
2022-05-20,2,South,119,Household,19,75.05,0,,3.95,327,Large,0
2022-08-12,1,East,101,Snacks,10,82.5,0,,8.25,988,Large,0
2024-11-06,10,South,145,Household,17,46.41,0,,2.73,494,Small,0
2022-07-05,9,South,125,Snacks,13,45.864000000000004,1,Discount,3.5280000000000005,458,Medium,0
2024-12-12,9,North,140,Personal Care,17,162.52,0,,9.56,428,Medium,0
2024-09-07,1,East,123,Dairy,15,70.97999999999999,0,,4.55,432,Large,1
2023-01-04,2,South,131,Personal Care,22,86.768,1,FlashSale,3.944,360,Large,0
2023-04-03,9,North,129,Household,7,59.57,0,,8.51,616,Small,0
2023-12-24,7,East,117,Personal Care,16,82.3872,1,FlashSale,4.904,943,Medium,1
2023-10-01,4,North,139,Snacks,15,54.132000000000005,0,,3.47,218,Large,1
2022-12-07,9,East,137,Snacks,19,54.53,0,,2.87,614,Large,0
2024-12-18,7,North,132,Beverages,16,52.736000000000004,1,BuyOneGetOne,3.2960000000000003,218,Medium,0
2022-01-18,5,North,108,Beverages,15,36.96000000000001,1,BuyOneGetOne,2.4640000000000004,874,Small,0
2022-10-13,5,North,131,Dairy,22,199.54000000000002,0,,9.07,457,Medium,0
2022-01-31,7,South,125,Snacks,13,80.47,0,,6.19,127,Large,0
2024-08-23,6,North,106,Beverages,16,110.4,0,,6.9,474,Medium,0
2024-09-24,9,South,115,Household,5,27.5,0,,5.5,481,Large,0
2024-08-09,5,South,121,Household,14,86.10000000000001,0,,6.15,171,Small,0
2024-11-10,9,South,113,Household,20,185.232,0,,9.08,431,Small,1
2023-07-30,6,North,128,Snacks,22,103.284,0,,4.53,253,Medium,1
2024-12-27,9,East,123,Beverages,18,79.92,0,,4.44,151,Small,0
2022-09-12,3,South,144,Dairy,12,45.599999999999994,0,,3.8,129,Large,0
2022-08-18,4,South,131,Snacks,17,152.49,0,,8.97,616,Small,0
2024-04-12,4,East,119,Personal Care,17,38.93,0,,2.29,116,Large,0
2024-03-21,1,North,101,Dairy,19,180.5,0,,9.5,987,Large,0
2023-01-17,8,East,120,Snacks,13,59.410000000000004,0,,4.57,618,Large,0
2022-08-29,4,North,137,Beverages,15,25.08,1,FlashSale,1.672,448,Small,0
2024-08-12,6,East,149,Snacks,13,31.98,0,,2.46,919,Large,0
2022-03-08,9,East,147,Snacks,12,60.0,0,,5.0,264,Small,0
2024-07-25,6,East,123,Snacks,13,58.370000000000005,0,,4.49,592,Large,0
2022-12-20,8,South,135,Dairy,13,60.970000000000006,0,,4.69,600,Small,0
2023-06-05,2,North,104,Household,13,56.29,0,,4.33,524,Large,0
2022-12-30,7,East,101,Beverages,19,42.18000000000001,0,,2.22,528,Large,0
2023-12-08,7,East,110,Beverages,16,50.4,0,,3.15,169,Medium,0
2024-04-23,10,East,140,Personal Care,19,188.1,0,,9.9,197,Medium,0
2022-02-27,1,East,129,Snacks,18,52.74,0,,2.93,469,Medium,1
2024-04-25,10,East,133,Snacks,15,111.0,0,,7.4,493,Small,0
2022-07-09,3,East,119,Beverages,24,63.36,0,,2.64,625,Medium,1
2024-05-28,4,East,139,Beverages,13,46.800000000000004,0,,3.6,641,Small,0
2022-09-18,7,East,143,Household,22,221.84400000000002,0,,9.73,793,Medium,1
2024-10-27,6,South,132,Personal Care,22,111.62880000000003,1,Discount,4.896000000000001,336,Small,1
2024-10-19,2,East,119,Beverages,19,138.048,0,,7.19,296,Large,1
2024-09-14,9,South,142,Personal Care,19,111.55199999999999,0,,5.81,117,Large,1
2023-01-13,10,South,135,Snacks,12,97.19999999999999,0,,8.1,229,Large,0
2023-02-10,10,North,124,Personal Care,19,41.040000000000006,0,,2.16,832,Medium,0
2022-03-10,6,South,105,Beverages,9,23.472,1,FlashSale,2.608,265,Medium,0
2023-06-13,1,East,106,Household,11,77.33,0,,7.03,702,Medium,0
2023-06-02,6,North,146,Snacks,13,42.379999999999995,0,,3.26,268,Large,0
2023-12-07,6,South,127,Snacks,15,115.35000000000001,0,,7.69,904,Small,0
2023-11-02,7,South,112,Personal Care,16,137.76,0,,8.61,192,Large,0
2022-07-13,8,East,132,Household,14,111.104,1,Discount,7.936,459,Large,0
2024-06-14,3,North,129,Snacks,14,48.16,0,,3.44,720,Large,0
2022-05-16,10,North,111,Household,13,56.029999999999994,0,,4.31,767,Large,0
2023-07-01,2,South,150,Snacks,10,68.256,1,FlashSale,6.32,475,Small,1
2022-07-20,10,South,120,Snacks,14,91.83999999999999,0,,6.56,827,Medium,0
2024-01-12,6,North,132,Dairy,21,175.35,0,,8.35,318,Large,0
2022-11-04,8,North,108,Personal Care,11,92.94999999999999,0,,8.45,684,Large,0
2024-07-04,6,South,112,Snacks,21,108.36,0,,5.16,280,Small,0
2022-02-09,9,East,110,Personal Care,15,44.85,0,,2.99,201,Medium,0
2022-03-30,9,East,132,Snacks,11,68.288,1,FlashSale,6.208,547,Medium,0
2024-07-13,4,South,142,Dairy,16,157.416,0,,9.37,115,Small,1
2024-05-27,6,South,117,Snacks,12,62.760000000000005,0,,5.23,613,Medium,0
2022-02-06,10,South,105,Snacks,21,117.1584,1,FlashSale,5.424,608,Medium,1
2024-03-04,7,East,133,Household,11,54.384,1,FlashSale,4.944,528,Large,0
2023-06-27,8,North,145,Household,12,100.68,0,,8.39,655,Small,0
2022-08-07,6,South,107,Household,20,119.74799999999999,0,,5.87,800,Medium,1
2024-07-26,10,North,118,Beverages,15,136.2,0,,9.08,986,Small,0
2024-09-26,2,North,134,Snacks,16,124.16,0,,7.76,414,Small,0
2023-07-26,6,East,119,Household,19,121.03,0,,6.37,329,Medium,0
2024-07-11,7,East,143,Dairy,15,104.76000000000002,1,Discount,6.984000000000001,543,Medium,0
2024-06-23,10,South,130,Snacks,18,129.96,0,,7.22,974,Large,1
2024-07-08,4,East,138,Snacks,14,41.104,1,FlashSale,2.936,429,Medium,0
2023-03-03,1,East,125,Snacks,14,43.68,0,,3.12,676,Small,0
2023-09-24,3,East,145,Snacks,15,68.328,0,,4.38,632,Large,1
2023-02-14,9,North,123,Snacks,19,63.080000000000005,1,BuyOneGetOne,3.3200000000000003,135,Medium,0
2022-04-28,2,North,141,Personal Care,13,38.74,0,,2.98,567,Small,0
2023-06-01,4,North,117,Snacks,6,23.34,0,,3.89,708,Medium,0
2022-01-07,2,East,140,Beverages,13,121.16,0,,9.32,428,Small,0
2022-12-23,3,East,102,Dairy,22,195.36,0,,8.88,612,Medium,0
2023-06-14,10,North,128,Beverages,21,46.83,0,,2.23,221,Small,0
2022-07-03,4,North,118,Beverages,22,88.464,0,,3.88,751,Large,1
2022-05-23,3,South,138,Snacks,16,75.68,0,,4.73,265,Small,0
2022-01-04,3,South,142,Snacks,12,41.76,0,,3.48,663,Small,0
2022-07-21,1,East,104,Dairy,9,81.72,0,,9.08,110,Small,0
2023-06-26,10,South,115,Personal Care,15,91.35,0,,6.09,999,Small,0
2023-08-16,10,South,112,Beverages,10,57.699999999999996,0,,5.77,701,Medium,0
2023-07-26,8,North,148,Household,16,137.12,0,,8.57,525,Small,0
2024-04-14,4,East,106,Beverages,26,98.84159999999999,1,Discount,3.7439999999999998,353,Large,1
2024-12-31,10,North,136,Dairy,15,55.800000000000004,0,,3.72,878,Large,0
2024-07-05,5,East,128,Snacks,12,57.599999999999994,0,,4.8,516,Large,0
2022-06-14,4,East,128,Snacks,9,32.04,0,,3.56,402,Large,0
2022-01-28,9,North,150,Beverages,15,56.1,0,,3.74,393,Medium,0
2022-01-14,5,East,143,Beverages,18,121.85999999999999,0,,6.77,181,Medium,0
2024-06-16,7,East,141,Personal Care,22,107.16000000000001,0,,4.7,669,Small,1
2022-05-05,4,East,145,Dairy,19,42.18000000000001,0,,2.22,395,Medium,0
2022-05-02,10,East,136,Personal Care,14,55.86,0,,3.99,760,Medium,0
2024-03-01,5,East,142,Beverages,16,85.6,0,,5.35,396,Medium,0
2022-08-14,4,East,104,Beverages,14,41.76,0,,2.9,723,Small,1
2022-07-25,6,North,124,Personal Care,23,48.989999999999995,0,,2.13,859,Large,0
2023-07-02,1,South,141,Household,14,140.39999999999998,0,,9.75,822,Medium,1
2022-03-07,7,South,118,Personal Care,15,73.35,0,,4.89,197,Small,0
2024-07-15,8,North,142,Dairy,12,98.64000000000001,0,,8.22,337,Small,0
2023-10-31,4,South,145,Personal Care,12,43.8,0,,3.65,345,Medium,0
2022-04-12,6,East,133,Dairy,8,41.28,1,FlashSale,5.16,381,Small,0
2024-10-04,8,South,148,Snacks,17,39.78,0,,2.34,559,Small,0
2022-05-05,9,North,127,Snacks,15,79.68,1,Discount,5.312,248,Large,0
2023-05-20,8,North,140,Personal Care,18,135.35999999999999,0,,7.52,110,Medium,1
2022-01-11,4,South,113,Beverages,17,115.60000000000001,1,BuyOneGetOne,6.800000000000001,550,Small,0
2024-10-26,10,North,128,Household,13,43.163999999999994,0,,3.27,316,Medium,1
2023-06-25,3,South,124,Beverages,16,44.856,0,,2.67,112,Medium,1
2024-05-30,7,South,142,Dairy,8,38.32,0,,4.79,137,Small,0
2022-08-25,6,North,145,Household,25,64.0,0,,2.56,172,Large,0
2023-01-23,10,East,136,Beverages,16,134.56,0,,8.41,471,Small,0
2022-08-08,8,North,132,Household,17,141.10000000000002,0,,8.3,380,Large,0
2023-09-04,1,East,122,Personal Care,14,122.91999999999999,0,,8.78,864,Small,0
2022-06-23,10,North,115,Household,17,73.61,0,,4.33,716,Small,0
2023-08-09,7,South,101,Beverages,18,111.96,0,,6.22,320,Small,0
2023-09-04,6,East,103,Personal Care,13,77.74000000000001,0,,5.98,426,Medium,0
2024-10-20,2,South,116,Household,22,44.1408,1,Discount,1.936,736,Large,1
2024-06-22,10,South,134,Dairy,4,28.752,0,,5.99,616,Medium,1
2023-01-03,4,North,103,Beverages,19,85.88,0,,4.52,571,Medium,0
2022-11-01,10,North,130,Household,19,51.832,1,FlashSale,2.728,142,Medium,0
2022-06-23,7,North,141,Beverages,17,112.19999999999999,0,,6.6,475,Medium,0
2022-09-13,6,North,117,Personal Care,12,37.68,0,,3.14,988,Small,0
2022-06-24,5,North,141,Dairy,19,102.41,0,,5.39,223,Medium,0
2022-08-26,10,South,116,Household,15,125.70000000000002,0,,8.38,929,Large,0
2024-12-31,4,East,136,Snacks,14,85.344,1,FlashSale,6.096,184,Small,0
2023-01-08,7,North,125,Household,19,77.7216,1,BuyOneGetOne,4.048,714,Small,1
2022-09-09,8,South,148,Dairy,18,156.96,0,,8.72,402,Small,0
2024-10-23,4,South,146,Personal Care,16,45.312000000000005,1,BuyOneGetOne,2.8320000000000003,754,Large,0
2022-08-29,8,North,116,Snacks,18,75.456,1,Discount,4.192,416,Large,0
2024-10-16,2,North,130,Household,14,47.46,0,,3.39,572,Small,0
2023-03-21,8,South,107,Beverages,16,78.88,0,,4.93,157,Medium,0
2022-01-24,2,East,119,Household,17,152.49,0,,8.97,474,Medium,0
2022-11-06,8,East,139,Personal Care,28,163.58399999999997,0,,5.68,824,Small,1
2024-06-13,9,South,102,Beverages,18,134.46,0,,7.47,426,Small,0
2024-06-29,1,North,113,Snacks,24,98.39999999999999,0,,4.1,670,Medium,1
2023-10-28,2,South,141,Dairy,18,117.0,0,,6.5,395,Large,1
2022-03-20,2,South,128,Dairy,19,47.232,0,,2.46,774,Small,1
2022-07-02,1,North,131,Dairy,18,126.54,0,,7.03,680,Small,1
2024-02-13,5,South,150,Dairy,12,51.168000000000006,1,FlashSale,4.264,118,Medium,0
2022-07-28,3,East,139,Household,12,50.760000000000005,0,,4.23,454,Large,0
2022-10-28,1,South,111,Personal Care,15,131.7,0,,8.78,436,Medium,0
2022-08-10,4,North,107,Beverages,17,128.51999999999998,0,,7.56,187,Small,0
2023-03-17,9,East,104,Dairy,10,50.7,0,,5.07,756,Large,0
2023-03-27,1,South,132,Beverages,14,36.96,0,,2.64,928,Large,0
2024-09-09,4,North,134,Personal Care,21,117.81,0,,5.61,855,Large,0
2022-10-03,7,East,107,Snacks,11,103.29,0,,9.39,202,Small,0
2024-08-12,8,East,139,Dairy,19,44.839999999999996,0,,2.36,268,Medium,0
2022-09-06,5,East,147,Household,16,122.88,0,,7.68,560,Small,0
2024-03-01,10,South,103,Household,12,57.0,0,,4.75,277,Small,0
2024-11-28,10,East,141,Personal Care,13,34.97,0,,2.69,340,Large,0
2023-08-01,5,East,139,Beverages,10,69.3,0,,6.93,130,Large,0
2023-12-17,4,South,113,Personal Care,22,99.17999999999999,0,,4.35,732,Large,1
2022-05-15,8,East,143,Household,21,77.32799999999999,0,,3.58,140,Small,1
2024-03-08,2,South,107,Household,17,121.89,0,,7.17,863,Large,0
2022-06-22,1,North,147,Snacks,15,129.9,0,,8.66,372,Large,0
2023-09-29,8,East,129,Household,12,68.28,0,,5.69,380,Medium,0
2024-04-16,8,South,128,Beverages,14,91.98,0,,6.57,228,Large,0
2024-12-22,2,South,118,Beverages,26,83.68799999999999,0,,3.17,713,Small,1
2024-03-25,10,North,107,Dairy,13,85.41,0,,6.57,342,Small,0
2024-10-24,2,North,117,Household,9,39.96,0,,4.44,428,Small,0
2024-07-14,4,East,106,Household,21,139.6224,1,FlashSale,6.464,449,Large,1
2022-01-31,6,South,133,Snacks,21,141.54,0,,6.74,537,Small,0
2022-01-13,5,South,122,Personal Care,13,116.22,0,,8.94,659,Large,0
2023-11-30,5,East,106,Household,19,139.46,0,,7.34,860,Large,0
2024-10-27,8,South,112,Dairy,20,39.4944,1,FlashSale,1.936,219,Large,1
2023-04-09,3,South,149,Dairy,16,143.80800000000002,0,,8.56,392,Small,1
2024-12-22,8,South,118,Snacks,15,48.827999999999996,0,,3.13,246,Medium,1
2023-08-15,9,South,110,Personal Care,25,198.0,0,,7.92,839,Medium,0
2024-08-11,8,East,137,Dairy,18,107.71200000000002,1,FlashSale,5.984000000000001,261,Medium,1
2022-05-02,1,East,118,Personal Care,12,43.8,0,,3.65,911,Large,0
2024-08-09,2,South,150,Snacks,11,72.6,0,,6.6,379,Small,0
2024-12-16,8,North,122,Household,13,89.31,0,,6.87,442,Small,0
2023-09-09,7,East,136,Dairy,18,145.62,0,,8.09,732,Large,1
2024-09-24,2,South,134,Beverages,8,59.04,0,,7.38,172,Large,0
2022-03-10,7,East,114,Beverages,14,119.0,0,,8.5,898,Small,0
2022-05-17,7,South,106,Household,20,69.80000000000001,0,,3.49,252,Medium,0
2022-11-15,9,East,114,Household,13,70.2,0,,5.4,544,Medium,0
2024-04-12,7,North,110,Snacks,13,59.67,0,,4.59,571,Medium,0
2023-04-15,5,South,102,Personal Care,18,132.048,1,FlashSale,7.336,534,Small,1
2024-03-27,5,East,131,Household,25,248.0,0,,9.92,652,Medium,0
2023-07-10,2,North,108,Snacks,14,126.28,0,,9.02,111,Small,0
2023-05-03,10,South,125,Snacks,10,45.68000000000001,1,FlashSale,4.5680000000000005,819,Small,0
2024-10-30,3,South,130,Beverages,15,79.95,0,,5.33,735,Small,0
2022-02-09,10,North,131,Personal Care,13,23.608,1,FlashSale,1.816,454,Large,0
2024-09-04,8,South,130,Personal Care,17,104.38,0,,6.14,641,Medium,0
2023-12-28,8,East,149,Personal Care,17,62.900000000000006,0,,3.7,102,Small,0
2024-09-14,7,East,110,Dairy,8,63.084,0,,7.51,749,Large,1
2022-02-27,1,South,124,Household,12,53.400000000000006,0,,4.45,251,Medium,1
2024-04-29,9,East,119,Household,15,124.95,0,,8.33,403,Small,0
2022-03-25,7,North,110,Personal Care,12,92.52,0,,7.71,880,Medium,0
2024-06-13,9,East,104,Household,16,127.2,0,,7.95,220,Medium,0
2024-08-18,4,North,142,Snacks,13,30.095999999999997,0,,2.28,554,Small,1
2024-08-03,1,South,122,Household,21,90.504,0,,4.19,640,Small,1
2022-09-01,7,East,136,Personal Care,18,117.72,0,,6.54,478,Medium,0
2024-09-08,9,North,123,Dairy,10,27.215999999999998,0,,2.52,825,Small,1
2022-01-15,9,East,116,Household,16,42.336000000000006,0,,2.52,688,Medium,1
2022-04-02,10,South,129,Beverages,15,67.392,0,,4.32,731,Large,1
2023-01-06,8,South,113,Snacks,16,148.8,0,,9.3,714,Small,0
2022-06-16,7,South,126,Snacks,23,95.22,0,,4.14,982,Small,0
2024-01-31,2,South,116,Dairy,14,111.44,0,,7.96,793,Large,0
2022-12-24,5,North,130,Household,7,50.2272,1,BuyOneGetOne,6.976000000000001,747,Small,1
2023-11-18,10,South,106,Household,14,52.70399999999999,0,,3.66,290,Large,1
2022-05-20,1,North,108,Household,14,37.296,1,Discount,2.664,220,Large,0
2022-01-18,5,North,146,Dairy,21,69.72,0,,3.32,738,Small,0
2023-12-20,8,North,137,Personal Care,15,70.19999999999999,0,,4.68,884,Large,0
2022-03-31,7,North,111,Dairy,19,86.63999999999999,0,,4.56,913,Medium,0
2023-06-19,10,East,129,Household,12,75.0,0,,6.25,435,Large,0
2023-02-04,5,East,144,Beverages,14,93.45599999999999,0,,6.49,378,Large,1
2024-01-03,8,North,118,Personal Care,15,58.199999999999996,0,,3.88,322,Large,0
2023-06-08,2,North,140,Personal Care,15,127.5,0,,8.5,857,Medium,0
2024-07-07,2,East,102,Snacks,19,103.68,0,,5.4,176,Small,1
2024-10-14,1,East,148,Personal Care,17,28.695999999999998,1,FlashSale,1.688,876,Small,0
2024-11-03,10,South,148,Snacks,12,93.48,0,,7.79,999,Large,1
2023-03-18,6,South,105,Dairy,21,102.6,0,,4.75,837,Large,1
2024-09-09,7,East,149,Personal Care,15,143.85,0,,9.59,242,Small,0
2024-09-23,4,South,120,Dairy,11,51.744,1,FlashSale,4.704,921,Small,0
2023-07-26,8,East,149,Dairy,12,55.67999999999999,1,Discount,4.64,676,Small,0
2024-11-25,9,South,135,Dairy,15,83.25,0,,5.55,857,Small,0
2024-03-29,1,North,124,Household,17,82.416,1,BuyOneGetOne,4.848,986,Small,0
2022-05-02,6,East,116,Personal Care,17,137.36,0,,8.08,459,Small,0
2022-02-16,1,East,142,Beverages,15,71.4,1,BuyOneGetOne,4.760000000000001,867,Large,0
2022-05-15,7,South,134,Dairy,14,75.74399999999999,0,,5.26,773,Small,1
2022-05-17,4,North,112,Household,15,99.47999999999999,1,FlashSale,6.632,826,Large,0
2024-04-01,7,East,103,Snacks,15,74.03999999999999,1,BuyOneGetOne,4.936,707,Small,0
2022-06-29,7,South,105,Beverages,16,159.04,0,,9.94,855,Large,0
2023-08-24,4,South,136,Beverages,10,21.44,1,Discount,2.144,332,Large,0
2024-01-07,2,South,132,Snacks,21,93.95999999999998,0,,4.35,797,Large,1
2022-02-20,10,South,118,Beverages,15,109.97999999999999,0,,7.05,821,Large,1
2023-04-21,8,North,108,Personal Care,16,114.94400000000002,1,Discount,7.184000000000001,161,Medium,0
2023-09-23,3,South,111,Snacks,19,127.64160000000001,1,FlashSale,6.648000000000001,483,Small,1
2024-06-09,7,South,120,Snacks,13,60.71999999999999,0,,4.6,280,Small,1
2022-03-02,1,South,150,Beverages,14,71.54,0,,5.11,866,Small,0
2022-05-19,6,South,129,Household,17,121.04,0,,7.12,137,Medium,0
2023-04-02,6,North,126,Dairy,8,78.79200000000002,0,,9.38,822,Large,1
2022-08-10,9,South,125,Beverages,12,74.64,0,,6.22,609,Large,0
2024-01-12,10,South,130,Dairy,17,157.76,0,,9.28,546,Small,0
2023-05-26,6,North,130,Snacks,14,128.51999999999998,0,,9.18,729,Medium,0
2022-03-14,5,South,124,Dairy,18,109.44,0,,6.08,668,Small,0
2024-04-03,8,North,109,Personal Care,11,80.08,0,,7.28,284,Small,0
2022-01-12,3,North,142,Personal Care,19,41.040000000000006,0,,2.16,197,Large,0
2022-08-14,7,East,108,Dairy,18,99.17999999999999,0,,5.51,491,Small,1
2022-08-08,8,South,114,Dairy,14,104.94399999999999,1,Discount,7.4959999999999996,277,Large,0
2023-03-13,3,East,105,Dairy,12,98.39999999999999,0,,8.2,293,Large,0
2022-03-19,6,North,139,Dairy,18,104.22,0,,5.79,666,Medium,1
2023-02-15,2,South,104,Personal Care,16,106.08,0,,6.63,693,Small,0
2024-07-31,2,East,118,Personal Care,19,86.83000000000001,0,,4.57,140,Small,0
2023-11-03,4,North,140,Dairy,11,36.608000000000004,1,FlashSale,3.3280000000000003,124,Medium,0
2022-04-18,10,North,103,Dairy,23,175.72000000000003,1,FlashSale,7.640000000000001,625,Small,0
2023-09-13,2,South,123,Snacks,11,53.13,0,,4.83,975,Large,0
